video,frame,track_id,x1,y1,x2,y2,iou,label
N25.mp4,1,-1,0.10966301,237.78265,66.16795,531.8052,0.0,OFF_GROUND
N25.mp4,2,25,11.108958,236.4206,77.52116,530.7944,0.0,OFF_GROUND
N25.mp4,3,25,17.167788,235.59076,84.69791,531.5901,0.0,OFF_GROUND
N25.mp4,4,25,25.013685,234.34366,94.62906,532.6101,0.0,OFF_GROUND
N25.mp4,5,25,33.76966,231.80952,106.68758,532.5388,0.0,OFF_GROUND
N25.mp4,6,25,42.240963,231.57811,119.44845,533.11237,0.0,OFF_GROUND
N25.mp4,7,25,48.044834,230.04819,130.93236,533.36597,0.0,OFF_GROUND
N25.mp4,8,25,68.3421,229.92926,157.15553,533.1402,0.0,OFF_GROUND
N25.mp4,9,25,75.736565,230.20128,170.53836,533.135,0.0,OFF_GROUND
N25.mp4,10,25,81.382286,229.55307,182.49548,533.453,0.0,OFF_GROUND
N25.mp4,11,25,87.6916,230.936,194.37132,533.63293,0.0,OFF_GROUND
N25.mp4,12,25,93.25709,232.47935,204.79517,533.82135,0.0,OFF_GROUND
N25.mp4,13,25,105.0872,235.06137,220.24721,533.8583,0.0,OFF_GROUND
N25.mp4,14,25,118.3066,238.25522,236.15292,533.2752,0.0003084279749045072,OFF_GROUND
N25.mp4,15,25,121.62588,239.4507,242.76477,533.02295,0.0006318152360257769,OFF_GROUND
N25.mp4,16,25,125.59299,239.59163,250.10124,532.59906,0.0010155552204905486,OFF_GROUND
N25.mp4,17,25,128.77643,239.44814,256.27896,533.0686,0.0016332784331143612,OFF_GROUND
N25.mp4,18,25,133.6341,239.41628,263.6457,533.0289,0.002372440258769736,OFF_GROUND
N25.mp4,19,25,141.88846,236.88914,275.22244,532.85657,0.003726593552494959,OFF_GROUND
N25.mp4,20,25,146.20232,234.84651,282.18823,533.28595,0.00479121944475002,OFF_GROUND
N25.mp4,21,25,150.13884,233.56792,287.5822,532.82654,0.005548032988679613,OFF_GROUND
N25.mp4,22,25,151.05492,233.09943,289.6391,532.68695,0.005797044341999057,OFF_GROUND
N25.mp4,23,25,152.27655,231.64597,292.02383,532.0382,0.005795342671032786,OFF_GROUND
N25.mp4,24,25,155.78148,230.61668,296.54483,531.53503,0.006261529116807455,OFF_GROUND
N25.mp4,25,25,165.35008,231.21371,306.6,532.1641,0.008636389709539862,OFF_GROUND
N25.mp4,26,25,173.03212,232.46693,313.92166,532.54315,0.010577249283931126,ON_GROUND
N25.mp4,27,25,178.70836,232.46973,319.99707,532.82367,0.012277238754784278,ON_GROUND
N25.mp4,28,25,185.64455,234.3751,327.43912,533.3445,0.014405896690312323,ON_GROUND
N25.mp4,29,25,194.55069,236.73967,336.6927,533.5045,0.017095992411976017,ON_GROUND
N25.mp4,30,25,206.58958,236.90193,349.92896,533.8087,0.021248537603994748,ON_GROUND
N25.mp4,31,25,215.15677,236.50273,359.27548,534.47736,0.024435210504951503,ON_GROUND
N25.mp4,32,25,222.51309,234.46747,367.1882,534.4099,0.02727795039211995,ON_GROUND
N25.mp4,33,25,228.816,233.69083,373.1112,533.1747,0.029570112969529244,ON_GROUND
N25.mp4,34,25,237.40485,232.75714,381.67908,532.4646,0.032120777003663586,ON_GROUND
N25.mp4,35,25,245.29694,229.2794,390.8184,531.89166,0.03468331623864984,ON_GROUND
N25.mp4,36,25,263.3728,229.18527,408.90536,532.1507,0.04202732172256304,ON_GROUND
N25.mp4,37,25,276.80182,228.94872,422.10324,532.85645,0.04811075850490636,ON_GROUND
N25.mp4,38,25,289.55756,229.55531,433.70544,533.3343,0.05286372993516538,ON_GROUND
N25.mp4,39,25,298.61264,230.05261,441.74805,533.49805,0.05602200302974149,ON_GROUND
N25.mp4,40,25,303.82483,230.72874,445.68582,533.44415,0.05755290922656117,ON_GROUND
N25.mp4,41,25,307.0245,230.92567,447.85422,533.3345,0.05835611954789721,ON_GROUND
N25.mp4,42,25,317.22806,231.88074,456.00757,531.87744,0.06003812727303444,ON_GROUND
N25.mp4,43,25,323.7862,232.1882,461.1144,531.496,0.06143153042351398,ON_GROUND
N25.mp4,44,25,328.6982,232.72722,465.24457,532.81165,0.0646972249135153,ON_GROUND
N25.mp4,45,25,332.34735,232.96129,467.85513,533.4615,0.06580833775616517,ON_GROUND
N25.mp4,46,25,338.66245,233.56003,472.9731,533.455,0.06769218788577094,ON_GROUND
N25.mp4,47,25,343.1545,233.02904,476.39825,532.69324,0.06846791179892059,ON_GROUND
N25.mp4,48,25,350.7525,233.86966,480.3713,528.093,0.06371471673543963,ON_GROUND
N25.mp4,49,25,355.35483,233.43289,482.8854,524.5213,0.059890662139552985,ON_GROUND
N25.mp4,50,25,358.80576,233.20135,484.5458,522.3651,0.057594543649959584,ON_GROUND
N25.mp4,51,25,361.80933,231.52179,486.8459,521.83734,0.05758869942914528,ON_GROUND
N25.mp4,52,25,372.99094,231.2803,495.949,523.4439,0.06255710405907992,ON_GROUND
N25.mp4,53,25,377.83316,231.08134,498.46243,523.47656,0.06307457496427013,ON_GROUND
N25.mp4,54,25,385.3756,231.5578,503.75797,524.1164,0.0653335232173249,ON_GROUND
N25.mp4,55,25,387.53464,232.32988,503.6952,524.22516,0.06500446821861511,ON_GROUND
N25.mp4,56,25,392.86908,233.36699,507.41852,524.4927,0.06633788902868265,ON_GROUND
N25.mp4,57,25,396.4313,234.54257,510.54123,525.0685,0.06809237048099909,ON_GROUND
N25.mp4,58,25,401.58218,235.53557,515.13416,523.03534,0.0673039872277541,ON_GROUND
N25.mp4,59,25,407.59537,238.18835,519.2586,518.6769,0.06346231335934922,ON_GROUND
N25.mp4,60,25,409.48724,238.9882,520.33264,515.4931,0.060055185398271475,ON_GROUND
N25.mp4,61,25,411.3443,237.76938,521.5431,512.49896,0.05683966496975762,ON_GROUND
N25.mp4,62,25,413.851,236.15019,524.0278,511.03192,0.05592180892161775,ON_GROUND
N25.mp4,63,25,419.4119,234.8057,528.2786,506.99164,0.05247014816449868,ON_GROUND
N25.mp4,64,25,425.76062,234.05174,533.293,501.66574,0.04791865114685479,ON_GROUND
N25.mp4,65,25,436.00732,232.32558,542.80383,498.67026,0.047556850482279686,ON_GROUND
N25.mp4,66,25,443.21518,230.01813,549.9151,497.24304,0.04821071393245067,ON_GROUND
N25.mp4,67,25,448.4132,229.05046,555.7358,496.6046,0.04950916455601592,ON_GROUND
N25.mp4,68,25,452.61826,228.71344,560.09564,496.66833,0.05105956722866836,ON_GROUND
N25.mp4,69,25,457.656,227.90347,565.52637,494.26373,0.05022881291660688,ON_GROUND
N25.mp4,70,25,464.48926,228.09253,572.02673,492.6802,0.05060323552200276,ON_GROUND
N25.mp4,71,25,472.06464,226.14824,580.2365,493.30194,0.05410481293610374,ON_GROUND
N25.mp4,72,25,478.19403,230.52184,583.6867,491.76962,0.05325584707101418,ON_GROUND
N25.mp4,73,25,481.4398,231.49309,586.2166,491.3139,0.05350101254360299,ON_GROUND
N25.mp4,74,25,470.31326,229.43317,579.36597,493.62485,0.05455483747574902,ON_GROUND
N25.mp4,75,25,482.13138,231.26949,588.28656,490.59552,0.05368761721448503,ON_GROUND
N25.mp4,76,25,487.98834,231.31903,592.4735,488.92767,0.052879125241174676,ON_GROUND
N25.mp4,77,25,493.207,230.62288,595.2506,484.14948,0.04799465538207043,ON_GROUND
N25.mp4,78,25,497.09198,229.80943,596.90027,479.37897,0.04291790319587846,ON_GROUND
N25.mp4,79,25,502.11713,229.33589,599.13837,473.77295,0.03722166536037579,ON_GROUND
N25.mp4,80,25,504.68024,228.12944,599.8939,469.44864,0.0326762084562257,ON_GROUND
N25.mp4,81,25,506.59244,227.16579,601.26495,468.4982,0.03202201984531951,ON_GROUND
N25.mp4,82,25,510.11014,226.5095,603.5314,466.6135,0.030622938980046713,ON_GROUND
N25.mp4,83,25,512.3747,226.16422,604.8098,465.27618,0.029537436390914384,ON_GROUND
N25.mp4,84,25,515.18353,225.91873,606.92816,465.01477,0.02982485159410434,ON_GROUND
N25.mp4,85,25,517.48584,226.36885,608.13837,463.2951,0.028362827806113176,ON_GROUND
