video,frame,track_id,x1,y1,x2,y2,iou,label
cross3.mp4,1,1,503.48785,102.73855,583.6778,234.86319,0.0,OFF_GROUND
cross3.mp4,2,1,504.5524,103.06255,584.0402,234.06557,0.0,OFF_GROUND
cross3.mp4,3,1,505.20938,103.305046,583.5567,232.457,0.0,OFF_GROUND
cross3.mp4,4,1,505.0541,103.15677,583.78284,232.97968,0.0,OFF_GROUND
cross3.mp4,5,1,494.49072,103.0549,574.16565,232.4855,0.0,OFF_GROUND
cross3.mp4,6,1,491.3402,102.98244,572.66315,233.0653,0.0,OFF_GROUND
cross3.mp4,7,1,488.93304,102.286514,571.61,232.10951,0.0,OFF_GROUND
cross3.mp4,8,1,487.98587,102.455765,572.24976,232.34904,0.0,OFF_GROUND
cross3.mp4,9,1,487.8116,102.44242,572.986,231.30081,0.0,OFF_GROUND
cross3.mp4,10,1,487.33112,102.59567,573.8423,231.1115,0.0,OFF_GROUND
cross3.mp4,11,1,486.83786,102.770096,574.7531,231.10939,0.0,OFF_GROUND
cross3.mp4,12,1,486.54596,103.8472,576.4303,233.30605,0.0,OFF_GROUND
cross3.mp4,13,1,487.7729,104.77331,578.8895,234.79979,0.0,OFF_GROUND
cross3.mp4,14,1,487.10617,105.3828,579.39575,235.82458,0.0,OFF_GROUND
cross3.mp4,15,1,489.5626,106.00183,582.00476,236.46329,0.0,OFF_GROUND
cross3.mp4,16,1,490.74292,106.20575,583.1889,236.56836,0.0,OFF_GROUND
cross3.mp4,17,1,491.0392,106.264915,584.02,237.65828,0.0,OFF_GROUND
cross3.mp4,18,1,490.66586,106.111404,584.00476,238.21413,0.0,OFF_GROUND
cross3.mp4,19,1,492.429,105.88354,585.3673,238.0863,0.0,OFF_GROUND
cross3.mp4,20,1,492.66284,105.74992,585.9525,239.06796,0.0,OFF_GROUND
cross3.mp4,21,1,494.20718,106.88569,586.7419,239.90639,0.0,OFF_GROUND
cross3.mp4,22,1,494.89536,107.800705,586.6543,240.4239,0.0,OFF_GROUND
cross3.mp4,23,1,495.391,108.30562,586.73,241.05385,0.0,OFF_GROUND
cross3.mp4,24,1,495.80453,108.767426,587.3726,242.64749,0.0,OFF_GROUND
cross3.mp4,25,1,496.16858,109.49195,587.0597,242.991,0.0,OFF_GROUND
cross3.mp4,26,1,496.57864,109.896935,586.9779,243.17944,0.0,OFF_GROUND
cross3.mp4,27,1,497.04428,110.174706,586.75525,242.89417,0.0,OFF_GROUND
cross3.mp4,28,1,497.28314,110.502754,586.36896,242.62617,0.0,OFF_GROUND
cross3.mp4,29,1,497.7879,111.10102,586.10657,242.36223,0.0,OFF_GROUND
cross3.mp4,30,1,498.2997,111.74897,585.948,242.09465,0.0,OFF_GROUND
cross3.mp4,31,1,498.47958,111.94966,585.8865,242.00397,0.0,OFF_GROUND
cross3.mp4,32,1,499.01273,112.3884,585.9842,241.5441,0.0,OFF_GROUND
cross3.mp4,33,1,499.45444,113.62889,586.226,242.00914,0.0,OFF_GROUND
cross3.mp4,34,1,499.27393,114.23435,586.6555,243.1731,0.0,OFF_GROUND
cross3.mp4,35,1,499.35907,115.57948,586.68695,243.863,0.0,OFF_GROUND
cross3.mp4,36,1,499.35962,116.65251,586.96814,244.92067,0.0,OFF_GROUND
cross3.mp4,37,1,499.01572,117.24159,586.89307,245.39395,0.0,OFF_GROUND
cross3.mp4,38,1,498.6442,117.235725,587.1878,246.03406,0.0,OFF_GROUND
cross3.mp4,39,1,497.03958,117.9269,587.82935,250.09525,0.0,OFF_GROUND
cross3.mp4,40,1,495.15683,117.9488,588.5439,254.3459,0.0,OFF_GROUND
cross3.mp4,41,1,494.1791,118.49731,588.8242,257.52615,0.0,OFF_GROUND
cross3.mp4,42,1,492.51416,118.92495,589.63544,262.97665,0.0,OFF_GROUND
cross3.mp4,43,1,491.3028,119.3493,589.84753,267.06744,0.0,OFF_GROUND
cross3.mp4,51,1,486.97604,122.25568,586.1227,289.2284,0.0,OFF_GROUND
cross3.mp4,52,2,494.213,121.982605,579.12573,288.71243,0.0,OFF_GROUND
cross3.mp4,53,2,493.91843,122.19265,579.6438,290.65396,0.0,OFF_GROUND
cross3.mp4,54,2,493.4222,122.19576,579.57446,291.58273,0.0,OFF_GROUND
cross3.mp4,55,2,493.67245,122.27783,579.6271,291.4562,0.0,OFF_GROUND
cross3.mp4,56,2,493.67252,122.05544,579.7173,291.63168,0.0,OFF_GROUND
cross3.mp4,57,2,493.19754,121.52502,579.82764,292.51324,0.0,OFF_GROUND
cross3.mp4,58,2,492.92575,121.66464,579.544,292.83145,0.0,OFF_GROUND
cross3.mp4,59,2,492.88742,121.87967,579.2995,293.0629,0.0,OFF_GROUND
cross3.mp4,60,2,492.96545,121.783295,579.16473,293.0525,0.0,OFF_GROUND
cross3.mp4,61,2,492.75635,121.660194,578.7635,293.0757,0.0,OFF_GROUND
cross3.mp4,62,2,492.6847,122.29653,578.28375,293.5492,0.0,OFF_GROUND
cross3.mp4,63,2,492.63214,122.57375,577.79663,293.5822,0.0,OFF_GROUND
cross3.mp4,64,2,492.74203,122.73107,577.5719,293.67297,0.0,OFF_GROUND
cross3.mp4,65,2,492.9608,122.95031,577.46045,293.7747,0.0,OFF_GROUND
cross3.mp4,66,2,492.93875,123.20234,577.44836,294.6211,0.0,OFF_GROUND
cross3.mp4,67,2,492.9959,123.312904,577.48535,295.16733,0.0,OFF_GROUND
cross3.mp4,68,2,492.79453,123.50392,577.1252,295.55276,0.0,OFF_GROUND
cross3.mp4,69,2,492.3428,123.28764,576.5207,295.5621,0.0,OFF_GROUND
cross3.mp4,70,2,491.89758,122.79179,575.7847,295.10495,0.0,OFF_GROUND
cross3.mp4,71,2,490.8785,122.192535,574.70593,295.10428,0.0,OFF_GROUND
cross3.mp4,72,2,490.9868,121.629265,573.6758,293.01144,0.0,OFF_GROUND
cross3.mp4,73,2,490.70947,121.479034,572.6735,292.30743,0.0,OFF_GROUND
cross3.mp4,74,2,490.85406,121.421555,572.107,291.91873,0.0,OFF_GROUND
cross3.mp4,75,2,490.7918,121.70261,571.4297,291.48517,0.0,OFF_GROUND
cross3.mp4,76,2,491.5289,121.89348,571.4872,291.10876,0.0,OFF_GROUND
cross3.mp4,77,2,492.22357,122.34788,571.42786,290.84647,0.0,OFF_GROUND
cross3.mp4,78,2,492.81506,122.73819,571.5388,290.7959,0.0,OFF_GROUND
cross3.mp4,79,2,492.85736,122.452515,571.1725,290.1079,0.0,OFF_GROUND
cross3.mp4,80,2,493.0239,122.2692,571.0869,289.81653,0.0,OFF_GROUND
cross3.mp4,81,2,492.80823,122.19377,571.4489,291.4716,0.0,OFF_GROUND
cross3.mp4,82,2,492.90698,122.3094,571.4816,291.86237,0.0,OFF_GROUND
cross3.mp4,83,2,492.95535,122.00184,571.4735,291.66284,0.0,OFF_GROUND
cross3.mp4,84,2,493.00223,121.89732,571.44946,291.61548,0.0,OFF_GROUND
cross3.mp4,84,4,493.66266,121.40174,571.0416,234.97078,0.0,OFF_GROUND
cross3.mp4,85,2,493.31424,122.164536,571.8752,292.3314,0.0,OFF_GROUND
cross3.mp4,86,2,493.45856,122.27208,572.0055,292.5882,0.0,OFF_GROUND
cross3.mp4,87,2,493.98044,122.24255,571.8577,290.86237,0.0,OFF_GROUND
cross3.mp4,88,2,494.44583,123.40779,572.3876,291.86887,0.0,OFF_GROUND
cross3.mp4,88,4,501.6961,121.92659,581.73364,240.73831,0.0,OFF_GROUND
cross3.mp4,89,2,494.43607,122.23188,572.8929,291.4121,0.0,OFF_GROUND
cross3.mp4,90,2,495.11954,121.832855,572.8052,288.61578,0.0,OFF_GROUND
cross3.mp4,91,2,495.411,121.526505,572.8139,287.068,0.0,OFF_GROUND
cross3.mp4,92,2,496.62946,121.71847,572.5334,282.80804,0.0,OFF_GROUND
cross3.mp4,93,2,496.61954,121.78339,573.8044,284.63333,0.0,OFF_GROUND
cross3.mp4,94,2,496.396,121.85557,574.42993,285.6847,0.0,OFF_GROUND
cross3.mp4,95,2,496.02487,122.518585,575.80786,289.46475,0.0,OFF_GROUND
cross3.mp4,96,2,495.90027,123.247246,576.92084,292.25958,0.0,OFF_GROUND
cross3.mp4,97,2,495.88272,123.37777,577.6513,293.3978,0.0,OFF_GROUND
cross3.mp4,98,2,495.94952,123.662895,578.1407,293.94293,0.0,OFF_GROUND
cross3.mp4,99,2,496.4321,123.99246,578.69824,293.65344,0.0,OFF_GROUND
cross3.mp4,100,2,496.37082,123.654205,578.93567,293.13965,0.0,OFF_GROUND
cross3.mp4,101,2,496.2527,123.58423,579.1273,292.98627,0.0,OFF_GROUND
cross3.mp4,102,2,496.6014,123.77737,579.42224,292.22214,0.0,OFF_GROUND
cross3.mp4,103,2,496.67715,124.050705,579.7627,292.19104,0.0,OFF_GROUND
cross3.mp4,104,2,496.90228,124.99645,580.1772,292.51477,0.0,OFF_GROUND
cross3.mp4,105,2,496.8383,125.39291,580.45435,292.70486,0.0,OFF_GROUND
cross3.mp4,106,2,495.8368,125.91503,579.85187,292.2384,0.0,OFF_GROUND
